date,platform,region,region_name,source_name,source_url,app_name,app_id,developer,category,is_rpg,release_date,url,first_seen_date
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,喵吱大作戰：放置類RPG,com.blackdust.redblue,"RIFF GAMES Co., Ltd.",角色扮演,True,,https://play.google.com/store/apps/details?id=com.blackdust.redblue,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,How Many Dudes?,com.bscotch.hmd,Butterscotch Shenanigans,策略,True,,https://play.google.com/store/apps/details?id=com.bscotch.hmd,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,撐住吧！領主大人！,com.buffstudio.holdonlord,"Buff Studio Co.,Ltd.",冒險,True,,https://play.google.com/store/apps/details?id=com.buffstudio.holdonlord,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,桃園結義：放置三國志 RPG,com.codetiger.threekingdom,코드타이거,角色扮演,True,,https://play.google.com/store/apps/details?id=com.codetiger.threekingdom,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,Storypick,com.com2us.storypick.android.google.global.normal.storypick12,Day7,冒險,True,,https://play.google.com/store/apps/details?id=com.com2us.storypick.android.google.global.normal.storypick12,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,ARES: THE IRON VANGUARD,com.com2usholdings.agwiv.android.google.global.normal,Com2uS Holdings,角色扮演,True,,https://play.google.com/store/apps/details?id=com.com2usholdings.agwiv.android.google.global.normal,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,Crash Cat : Zombie Survivor,com.cookapps.catsurvivor,CookApps,角色扮演,True,,https://play.google.com/store/apps/details?id=com.cookapps.catsurvivor,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,星際亡命徒：肉鴿塔防,com.cookapps.towerroguedefense,CookApps,角色扮演,True,,https://play.google.com/store/apps/details?id=com.cookapps.towerroguedefense,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,MAJO - 末日策略 RPG,com.darkwind.majo,DarkWind Ltd.,角色扮演,True,,https://play.google.com/store/apps/details?id=com.darkwind.majo,2026-07-28
2026-07-28,android,tw,台湾,Google Play预注册游戏,https://play.google.com/store/apps/collection/promotion_3000000d51_pre_registration_games?gl=TW&hl=zh_TW,王權：星途,com.devolver.reignsbeyond,DevolverDigital,,False,,https://play.google.com/store/apps/details?id=com.devolver.reignsbeyond,2026-07-28
2026-07-28,android,tw,台湾,Google Play游戏首页预注册,https://play.google.com/store/games?gl=TW&hl=zh_TW,Royal Kingdom,com.dreamgames.royalkingdom,"Dream Games, Ltd.",冒險,True,,https://play.google.com/store/apps/details?id=com.dreamgames.royalkingdom,2026-07-28
2026-07-28,android,tw,台湾,Google Play游戏首页预注册,https://play.google.com/store/games?gl=TW&hl=zh_TW,崩壞：星穹鐵道,com.HoYoverse.hkrpgoversea,COGNOSPHERE PTE. LTD.,角色扮演,True,,https://play.google.com/store/apps/details?id=com.HoYoverse.hkrpgoversea,2026-07-28
2026-07-28,android,tw,台湾,Google Play游戏首页预注册,https://play.google.com/store/games?gl=TW&hl=zh_TW,王國紀元 (Lords Mobile)：全面戰爭,com.igg.android.lordsmobile,IGG.COM,冒險,True,,https://play.google.com/store/apps/details?id=com.igg.android.lordsmobile,2026-07-28
2026-07-28,android,tw,台湾,Google Play游戏首页预注册,https://play.google.com/store/games?gl=TW&hl=zh_TW,8 Ball Pool,com.miniclip.eightballpool,Miniclip.com,策略,False,,https://play.google.com/store/apps/details?id=com.miniclip.eightballpool,2026-07-28
